	presynaptic_ID	counts	postsynaptic_ID	partner_ID	name	top_nt	super_class	cell_class
22	720575940607421914	1	720575940605886385	720575940607421914	nan	nan	nan	nan
23	720575940630213883	1	720575940605886385	720575940630213883	TmY3	acetylcholine	optic	ME>LO.LOP
24	720575940632737327	1	720575940605886385	720575940632737327	R8	gaba	sensory	visual
25	720575940606762418	1	720575940605886385	720575940606762418	L2	acetylcholine	optic	LA>ME
26	720575940618988190	1	720575940605886385	720575940618988190	Tm4	acetylcholine	optic	ME>LO
27	720575940611178450	1	720575940605886385	720575940611178450	L5	acetylcholine	optic	LA>ME
28	720575940613603698	1	720575940605886385	720575940613603698	CB3847	gaba	optic	ME
29	720575940626064456	1	720575940605886385	720575940626064456	Mi1	acetylcholine	optic	ME
30	720575940626370947	1	720575940605886385	720575940626370947	T4a	acetylcholine	optic	ME>LOP
31	720575940621690236	1	720575940605886385	720575940621690236	L1	glutamate	optic	LA>ME
32	720575940638447706	1	720575940605886385	720575940638447706	Mi14	glutamate	optic	ME
33	720575940612976497	1	720575940605886385	720575940612976497	cM05	acetylcholine	visual_centrifugal	nan
34	720575940615205087	34	720575940620042107	720575940615205087	L1	glutamate	optic	LA>ME
35	720575940633992147	6	720575940620042107	720575940633992147	cM02	acetylcholine	visual_centrifugal	nan
36	720575940623499132	6	720575940620042107	720575940623499132	Pm__to__C2	gaba	optic	ME
37	720575940627915780	5	720575940620042107	720575940627915780	L5	acetylcholine	optic	LA>ME
38	720575940641484021	5	720575940620042107	720575940641484021	L5	acetylcholine	optic	LA>ME
39	720575940624558263	4	720575940620042107	720575940624558263	Lawf2	acetylcholine	optic	ME>LA
40	720575940628285973	4	720575940620042107	720575940628285973	L5	acetylcholine	optic	LA>ME
41	720575940623989247	3	720575940620042107	720575940623989247	Mi1	acetylcholine	optic	ME
42	720575940621269603	3	720575940620042107	720575940621269603	Mi1	acetylcholine	optic	ME
43	720575940638880745	3	720575940620042107	720575940638880745	Lawf2	acetylcholine	optic	ME>LA
44	720575940636543668	3	720575940620042107	720575940636543668	CB0592	acetylcholine	optic	bilateral
45	720575940617527297	2	720575940620042107	720575940617527297	L5	acetylcholine	optic	LA>ME
46	720575940620945600	2	720575940620042107	720575940620945600	nan	nan	nan	nan
47	720575940626056487	2	720575940620042107	720575940626056487	nan	nan	nan	nan
48	720575940626979621	2	720575940620042107	720575940626979621	CT1	gaba	optic	ME>LO
49	720575940623529315	2	720575940620042107	720575940623529315	Lawf2	acetylcholine	optic	ME>LA
50	720575940622401549	2	720575940620042107	720575940622401549	L5	acetylcholine	optic	LA>ME
51	720575940612364693	2	720575940620042107	720575940612364693	Lawf2	acetylcholine	optic	ME>LA
52	720575940626484324	2	720575940620042107	720575940626484324	Y3	acetylcholine	optic	LOP>ME.LO
53	720575940531297971	1	720575940620042107	720575940531297971	nan	nan	nan	nan
54	720575940638900799	1	720575940620042107	720575940638900799	Lawf2	acetylcholine	optic	ME>LA
55	720575940614971944	1	720575940620042107	720575940614971944	L1	glutamate	optic	LA>ME
56	720575940613378531	1	720575940620042107	720575940613378531	L5	acetylcholine	optic	LA>ME
57	720575940626606736	1	720575940620042107	720575940626606736	nan	nan	nan	nan
58	720575940618902868	1	720575940620042107	720575940618902868	nan	nan	nan	nan
59	720575940626403917	1	720575940620042107	720575940626403917	CB0592	acetylcholine	optic	bilateral
60	720575940625525740	1	720575940620042107	720575940625525740	OA-AL2b2	acetylcholine	visual_centrifugal	nan
61	720575940624654570	1	720575940620042107	720575940624654570	Mi1	acetylcholine	optic	ME
62	720575940627113162	1	720575940620042107	720575940627113162	Mi1	acetylcholine	optic	ME
63	720575940615253354	1	720575940620042107	720575940615253354	L5	acetylcholine	optic	LA>ME
64	720575940624409382	1	720575940620042107	720575940624409382	Y3	acetylcholine	optic	LOP>ME.LO
65	720575940626044942	1	720575940620042107	720575940626044942	OA-AL2b2	acetylcholine	visual_centrifugal	nan
66	720575940629180422	1	720575940620042107	720575940629180422	Mi1	acetylcholine	optic	ME
67	720575940630186907	26	720575940630272615	720575940630186907	L1	glutamate	optic	LA>ME
68	720575940626252303	19	720575940630272615	720575940626252303	Mi1	acetylcholine	optic	ME
69	720575940624584712	9	720575940630272615	720575940624584712	L5	acetylcholine	optic	LA>ME
70	720575940619286848	8	720575940630272615	720575940619286848	cM06	acetylcholine	visual_centrifugal	nan
71	720575940628192764	8	720575940630272615	720575940628192764	L5	acetylcholine	optic	LA>ME
72	720575940605940000	7	720575940630272615	720575940605940000	L5	acetylcholine	optic	LA>ME
73	720575940608028263	5	720575940630272615	720575940608028263	nan	nan	nan	nan
74	720575940632667987	4	720575940630272615	720575940632667987	L1	gaba	optic	LA>ME
75	720575940623698372	4	720575940630272615	720575940623698372	L5	acetylcholine	optic	LA>ME
76	720575940623499132	4	720575940630272615	720575940623499132	Pm__to__C2	gaba	optic	ME
77	720575940632777320	4	720575940630272615	720575940632777320	OA-AL2b2	acetylcholine	visual_centrifugal	nan
78	720575940633711540	4	720575940630272615	720575940633711540	Mi1	acetylcholine	optic	ME
79	720575940616200863	3	720575940630272615	720575940616200863	Lawf2	acetylcholine	optic	ME>LA
80	720575940619994571	3	720575940630272615	720575940619994571	L5	acetylcholine	optic	LA>ME
81	720575940613140246	3	720575940630272615	720575940613140246	Lawf2	acetylcholine	optic	ME>LA
82	720575940623422344	3	720575940630272615	720575940623422344	L5	acetylcholine	optic	LA>ME
83	720575940626979621	2	720575940630272615	720575940626979621	CT1	gaba	optic	ME>LO
84	720575940590678586	2	720575940630272615	720575940590678586	nan	nan	nan	nan
85	720575940619404155	2	720575940630272615	720575940619404155	Lawf2	acetylcholine	optic	ME>LA
86	720575940625196327	2	720575940630272615	720575940625196327	L5	acetylcholine	optic	LA>ME
87	720575940616817013	1	720575940630272615	720575940616817013	L5	acetylcholine	optic	LA>ME
88	720575940628409674	1	720575940630272615	720575940628409674	T4b	acetylcholine	optic	ME>LOP
89	720575940633878497	1	720575940630272615	720575940633878497	Tm5c	glutamate	optic	ME>LO
90	720575940631194167	1	720575940630272615	720575940631194167	R8	glutamate	sensory	visual
91	720575940636543668	1	720575940630272615	720575940636543668	CB0592	acetylcholine	optic	bilateral
92	720575940629097259	1	720575940630272615	720575940629097259	L5	acetylcholine	optic	LA>ME
93	720575940626575716	1	720575940630272615	720575940626575716	L4	acetylcholine	optic	LA>ME
94	720575940647306884	1	720575940630272615	720575940647306884	CB3832	acetylcholine	optic	ME
95	720575940635510264	1	720575940630272615	720575940635510264	Tm12	acetylcholine	optic	ME>LO
96	720575940625750320	1	720575940630272615	720575940625750320	L1	gaba	optic	LA>ME
97	720575940628774677	1	720575940630272615	720575940628774677	L5	acetylcholine	optic	LA>ME
98	720575940619899294	1	720575940630272615	720575940619899294	Mi1	acetylcholine	optic	ME
99	720575940622405236	1	720575940630272615	720575940622405236	Dm8	gaba	optic	ME
100	720575940632211596	1	720575940630272615	720575940632211596	Tm3	acetylcholine	optic	ME>LO
101	720575940647537716	1	720575940630272615	720575940647537716	CB3832	acetylcholine	optic	ME
102	720575940618737748	61	720575940621555137	720575940618737748	L1	glutamate	optic	LA>ME
103	720575940612883710	14	720575940621555137	720575940612883710	L5	acetylcholine	optic	LA>ME
104	720575940627996285	12	720575940621555137	720575940627996285	OA-AL2b2	acetylcholine	visual_centrifugal	nan
105	720575940630743972	11	720575940621555137	720575940630743972	L5	acetylcholine	optic	LA>ME
106	720575940640387892	10	720575940621555137	720575940640387892	nan	nan	nan	nan
107	720575940620916389	9	720575940621555137	720575940620916389	Mi1	acetylcholine	optic	ME
108	720575940626812222	7	720575940621555137	720575940626812222	Mi1	acetylcholine	optic	ME
109	720575940626746567	6	720575940621555137	720575940626746567	L5	acetylcholine	optic	LA>ME
110	720575940626298567	6	720575940621555137	720575940626298567	Mi1	acetylcholine	optic	ME
111	720575940619213771	6	720575940621555137	720575940619213771	Mi1	acetylcholine	optic	ME
112	720575940610533582	6	720575940621555137	720575940610533582	Mi1	acetylcholine	optic	ME
113	720575940619286848	6	720575940621555137	720575940619286848	cM06	acetylcholine	visual_centrifugal	nan
114	720575940626859568	5	720575940621555137	720575940626859568	L5	acetylcholine	optic	LA>ME
115	720575940638481897	5	720575940621555137	720575940638481897	Lawf2	acetylcholine	optic	ME>LA
116	720575940636543668	4	720575940621555137	720575940636543668	CB0592	acetylcholine	optic	bilateral
117	720575940618148766	4	720575940621555137	720575940618148766	Mi1	acetylcholine	optic	ME
118	720575940621137135	4	720575940621555137	720575940621137135	nan	nan	nan	nan
119	720575940630146668	4	720575940621555137	720575940630146668	Mi1	acetylcholine	optic	ME
120	720575940635173027	4	720575940621555137	720575940635173027	L5	acetylcholine	optic	LA>ME
121	720575940637885043	3	720575940621555137	720575940637885043	Mi1	acetylcholine	optic	ME
122	720575940621783646	3	720575940621555137	720575940621783646	Lawf2	acetylcholine	optic	ME>LA
123	720575940616394869	3	720575940621555137	720575940616394869	Lawf2	acetylcholine	optic	ME>LA
124	720575940648438660	3	720575940621555137	720575940648438660	T2	acetylcholine	optic	ME>LO
125	720575940613709983	3	720575940621555137	720575940613709983	Mi1	acetylcholine	optic	ME
126	720575940639897934	3	720575940621555137	720575940639897934	nan	nan	nan	nan
127	720575940623888397	3	720575940621555137	720575940623888397	Pm__to__C2	gaba	optic	ME
128	720575940614259251	3	720575940621555137	720575940614259251	L5	acetylcholine	optic	LA>ME
129	720575940437468813	2	720575940621555137	720575940437468813	nan	nan	nan	nan
130	720575940604692070	2	720575940621555137	720575940604692070	Mi9	glutamate	optic	ME
131	720575940611882725	2	720575940621555137	720575940611882725	Mi1	acetylcholine	optic	ME
132	720575940619707003	2	720575940621555137	720575940619707003	Lawf2	acetylcholine	optic	ME>LA
133	720575940616748096	2	720575940621555137	720575940616748096	Mi1	acetylcholine	optic	ME
134	720575940623499132	2	720575940621555137	720575940623499132	Pm__to__C2	gaba	optic	ME
135	720575940621516415	1	720575940621555137	720575940621516415	CB3847	gaba	optic	ME
136	720575940627882490	1	720575940621555137	720575940627882490	Mi1	acetylcholine	optic	ME
137	720575940615600690	1	720575940621555137	720575940615600690	C3	gaba	optic	ME>LA
138	720575940616650802	1	720575940621555137	720575940616650802	Y3	acetylcholine	optic	LOP>ME.LO
139	720575940623066392	1	720575940621555137	720575940623066392	T4a	acetylcholine	optic	ME>LOP
140	720575940629840375	1	720575940621555137	720575940629840375	Dm13	gaba	optic	ME
141	720575940610273348	1	720575940621555137	720575940610273348	Mi9	glutamate	optic	ME
142	720575940624183733	1	720575940621555137	720575940624183733	Tm4	acetylcholine	optic	ME>LO
143	720575940628038808	1	720575940621555137	720575940628038808	cM15	acetylcholine	visual_centrifugal	nan
144	720575940620702155	1	720575940621555137	720575940620702155	Dm11	glutamate	optic	ME
145	720575940614642430	1	720575940621555137	720575940614642430	nan	nan	nan	nan
146	720575940620791430	1	720575940621555137	720575940620791430	Mi4	gaba	optic	ME
147	720575940623403196	35	720575940607199580	720575940623403196	L1	glutamate	optic	LA>ME
148	720575940626100238	6	720575940607199580	720575940626100238	Mi1	acetylcholine	optic	ME
149	720575940623888397	6	720575940607199580	720575940623888397	Pm__to__C2	gaba	optic	ME
150	720575940604947680	5	720575940607199580	720575940604947680	L5	acetylcholine	optic	LA>ME
151	720575940626044942	5	720575940607199580	720575940626044942	OA-AL2b2	acetylcholine	visual_centrifugal	nan
152	720575940621505718	5	720575940607199580	720575940621505718	Mi1	acetylcholine	optic	ME
153	720575940637243237	4	720575940607199580	720575940637243237	L5	acetylcholine	optic	LA>ME
154	720575940631673029	4	720575940607199580	720575940631673029	aMe4	acetylcholine	visual_centrifugal	nan
155	720575940633915309	3	720575940607199580	720575940633915309	Lawf2	acetylcholine	optic	ME>LA
156	720575940617852765	3	720575940607199580	720575940617852765	Lawf2	acetylcholine	optic	ME>LA
157	720575940627717448	3	720575940607199580	720575940627717448	L5	acetylcholine	optic	LA>ME
158	720575940641223120	3	720575940607199580	720575940641223120	MTe21	acetylcholine	visual_projection	nan
159	720575940616565663	2	720575940607199580	720575940616565663	Dm1	glutamate	optic	ME
160	720575940627653419	2	720575940607199580	720575940627653419	L5	acetylcholine	optic	LA>ME
161	720575940615204659	2	720575940607199580	720575940615204659	Mi10	acetylcholine	optic	ME
162	720575940628336634	2	720575940607199580	720575940628336634	Y3	acetylcholine	optic	LOP>ME.LO
163	720575940632777320	2	720575940607199580	720575940632777320	OA-AL2b2	acetylcholine	visual_centrifugal	nan
164	720575940631379512	1	720575940607199580	720575940631379512	Mi1	acetylcholine	optic	ME
165	720575940617637204	1	720575940607199580	720575940617637204	Mi1	acetylcholine	optic	ME
166	720575940623025413	1	720575940607199580	720575940623025413	OA-AL2i3	octopamine	visual_centrifugal	nan
167	720575940621042292	1	720575940607199580	720575940621042292	Lawf2	acetylcholine	optic	ME>LA
168	720575940630240311	1	720575940607199580	720575940630240311	TmY11	acetylcholine	optic	ME>LO.LOP
169	720575940626068836	1	720575940607199580	720575940626068836	Sm__to__TmY3	gaba	optic	ME
170	720575940632670751	1	720575940607199580	720575940632670751	Dm2	acetylcholine	optic	ME
171	720575940626979621	1	720575940607199580	720575940626979621	CT1	gaba	optic	ME>LO
172	720575940639062350	52	720575940609178051	720575940639062350	L1	glutamate	optic	LA>ME
173	720575940633377484	14	720575940609178051	720575940633377484	L5	acetylcholine	optic	LA>ME
174	720575940630146668	12	720575940609178051	720575940630146668	Mi1	acetylcholine	optic	ME
175	720575940626403917	9	720575940609178051	720575940626403917	CB0592	acetylcholine	optic	bilateral
176	720575940616650802	8	720575940609178051	720575940616650802	Y3	acetylcholine	optic	LOP>ME.LO
177	720575940626746567	7	720575940609178051	720575940626746567	L5	acetylcholine	optic	LA>ME
178	720575940613638290	6	720575940609178051	720575940613638290	Mi1	acetylcholine	optic	ME
179	720575940619354945	6	720575940609178051	720575940619354945	L5	acetylcholine	optic	LA>ME
180	720575940623888397	6	720575940609178051	720575940623888397	Pm__to__C2	gaba	optic	ME
181	720575940632777320	6	720575940609178051	720575940632777320	OA-AL2b2	acetylcholine	visual_centrifugal	nan
182	720575940631758423	6	720575940609178051	720575940631758423	Mi1	acetylcholine	optic	ME
183	720575940606015776	5	720575940609178051	720575940606015776	Lawf2	acetylcholine	optic	ME>LA
184	720575940619286848	5	720575940609178051	720575940619286848	cM06	acetylcholine	visual_centrifugal	nan
185	720575940624183733	4	720575940609178051	720575940624183733	Tm4	acetylcholine	optic	ME>LO
186	720575940625220276	4	720575940609178051	720575940625220276	nan	nan	nan	nan
187	720575940619707003	4	720575940609178051	720575940619707003	Lawf2	acetylcholine	optic	ME>LA
188	720575940626044942	4	720575940609178051	720575940626044942	OA-AL2b2	acetylcholine	visual_centrifugal	nan
189	720575940613202794	3	720575940609178051	720575940613202794	L5	acetylcholine	optic	LA>ME
190	720575940642431963	3	720575940609178051	720575940642431963	Lawf2	acetylcholine	optic	ME>LA
191	720575940616394869	3	720575940609178051	720575940616394869	Lawf2	acetylcholine	optic	ME>LA
192	720575940610739173	3	720575940609178051	720575940610739173	L5	acetylcholine	optic	LA>ME
193	720575940623499132	3	720575940609178051	720575940623499132	Pm__to__C2	gaba	optic	ME
194	720575940630743972	2	720575940609178051	720575940630743972	L5	acetylcholine	optic	LA>ME
195	720575940631848234	2	720575940609178051	720575940631848234	Lawf2	acetylcholine	optic	ME>LA
196	720575940606756030	2	720575940609178051	720575940606756030	Sm__to__TmY16	gaba	optic	ME
197	720575940632932143	2	720575940609178051	720575940632932143	Mi1	acetylcholine	optic	ME
198	720575940613599129	2	720575940609178051	720575940613599129	Y3	acetylcholine	optic	LOP>ME.LO
199	720575940639897934	2	720575940609178051	720575940639897934	nan	nan	nan	nan
200	720575940580297382	1	720575940609178051	720575940580297382	nan	nan	nan	nan
201	720575940624192973	1	720575940609178051	720575940624192973	L5	acetylcholine	optic	LA>ME
202	720575940612393000	1	720575940609178051	720575940612393000	Mi1	acetylcholine	optic	ME
203	720575940510631800	1	720575940609178051	720575940510631800	nan	nan	nan	nan
204	720575940616982214	1	720575940609178051	720575940616982214	Dm10	gaba	optic	ME
205	720575940628150844	1	720575940609178051	720575940628150844	Dm2	acetylcholine	optic	ME
206	720575940626979621	1	720575940609178051	720575940626979621	CT1	gaba	optic	ME>LO
207	720575940613709983	1	720575940609178051	720575940613709983	Mi1	acetylcholine	optic	ME
208	720575940619574192	1	720575940609178051	720575940619574192	Mi4	gaba	optic	ME
209	720575940617755019	1	720575940609178051	720575940617755019	Dm8	glutamate	optic	ME
210	720575940640665077	1	720575940609178051	720575940640665077	Tm4	acetylcholine	optic	ME>LO
211	720575940527381313	1	720575940609178051	720575940527381313	nan	nan	nan	nan
212	720575940611272914	1	720575940609178051	720575940611272914	CB3832	acetylcholine	optic	ME
213	720575940614635757	1	720575940609178051	720575940614635757	CB3856	gaba	optic	ME
214	720575940626027152	1	720575940609178051	720575940626027152	Dm21	glutamate	optic	ME
215	720575940615703007	1	720575940609178051	720575940615703007	TmY15	gaba	optic	ME>LO.LOP
216	720575940628090387	42	720575940630988544	720575940628090387	L1	gaba	optic	LA>ME
217	720575940623499132	25	720575940630988544	720575940623499132	Pm__to__C2	gaba	optic	ME
218	720575940627996285	10	720575940630988544	720575940627996285	OA-AL2b2	acetylcholine	visual_centrifugal	nan
219	720575940624467644	8	720575940630988544	720575940624467644	Mi1	acetylcholine	optic	ME
220	720575940616331586	7	720575940630988544	720575940616331586	L5	acetylcholine	optic	LA>ME
221	720575940621472750	7	720575940630988544	720575940621472750	Mi1	acetylcholine	optic	ME
222	720575940646012695	7	720575940630988544	720575940646012695	L5	acetylcholine	optic	LA>ME
223	720575940626403917	6	720575940630988544	720575940626403917	CB0592	acetylcholine	optic	bilateral
224	720575940616116054	6	720575940630988544	720575940616116054	L5	acetylcholine	optic	LA>ME
225	720575940630242048	5	720575940630988544	720575940630242048	L5	acetylcholine	optic	LA>ME
226	720575940637511869	5	720575940630988544	720575940637511869	Tm4	acetylcholine	optic	ME>LO
227	720575940623002136	4	720575940630988544	720575940623002136	Tm4	acetylcholine	optic	ME>LO
228	720575940628038808	3	720575940630988544	720575940628038808	cM15	acetylcholine	visual_centrifugal	nan
229	720575940620733666	3	720575940630988544	720575940620733666	nan	nan	nan	nan
230	720575940624907337	3	720575940630988544	720575940624907337	L5	acetylcholine	optic	LA>ME
231	720575940629432838	3	720575940630988544	720575940629432838	Dm9	acetylcholine	optic	ME
232	720575940635738719	2	720575940630988544	720575940635738719	nan	nan	nan	nan
233	720575940639245117	2	720575940630988544	720575940639245117	Y3	acetylcholine	optic	LOP>ME.LO
234	720575940620318958	2	720575940630988544	720575940620318958	Lawf2	acetylcholine	optic	ME>LA
235	720575940660573313	2	720575940630988544	720575940660573313	Lawf2	acetylcholine	optic	ME>LA
236	720575940636543668	2	720575940630988544	720575940636543668	CB0592	acetylcholine	optic	bilateral
237	720575940616108511	2	720575940630988544	720575940616108511	Lawf2	acetylcholine	optic	ME>LA
238	720575940632390591	2	720575940630988544	720575940632390591	L5	acetylcholine	optic	LA>ME
239	720575940636847167	2	720575940630988544	720575940636847167	Mi1	acetylcholine	optic	ME
240	720575940612333521	1	720575940630988544	720575940612333521	Mi4	gaba	optic	ME
241	720575940637267575	1	720575940630988544	720575940637267575	Am	gaba	optic	LA
242	720575940623655718	1	720575940630988544	720575940623655718	Tm3	acetylcholine	optic	ME>LO
243	720575940624863561	1	720575940630988544	720575940624863561	nan	nan	nan	nan
244	720575940627323208	1	720575940630988544	720575940627323208	nan	nan	nan	nan
245	720575940622138573	1	720575940630988544	720575940622138573	CB3821	glutamate	optic	LO>ME
246	720575940625905383	1	720575940630988544	720575940625905383	R8	acetylcholine	sensory	visual
247	720575940649368441	1	720575940630988544	720575940649368441	Tm3	acetylcholine	optic	ME>LO
248	720575940615758809	1	720575940630988544	720575940615758809	Mi9	glutamate	optic	ME
249	720575940628428796	1	720575940630988544	720575940628428796	Lawf2	acetylcholine	optic	ME>LA
250	720575940635595444	1	720575940630988544	720575940635595444	Tm3	acetylcholine	optic	ME>LO
251	720575940660580481	1	720575940630988544	720575940660580481	Lawf2	acetylcholine	optic	ME>LA
252	720575940606057900	1	720575940630988544	720575940606057900	Mi1	acetylcholine	optic	ME
253	720575940620963920	1	720575940630988544	720575940620963920	Lawf2	acetylcholine	optic	ME>LA
254	720575940575020095	1	720575940630988544	720575940575020095	nan	nan	nan	nan
255	720575940615819114	1	720575940630988544	720575940615819114	Dm1	gaba	optic	ME
256	720575940612878554	1	720575940630988544	720575940612878554	Lawf2	acetylcholine	optic	ME>LA
257	720575940619094301	1	720575940630988544	720575940619094301	Am	gaba	optic	LA
258	720575940648661380	1	720575940630988544	720575940648661380	L5	acetylcholine	optic	LA>ME
259	720575940619082478	1	720575940630988544	720575940619082478	L3	acetylcholine	optic	LA>ME
260	720575940606406530	72	720575940608603331	720575940606406530	L1	glutamate	optic	LA>ME
261	720575940624185784	17	720575940608603331	720575940624185784	L5	acetylcholine	optic	LA>ME
262	720575940617325090	10	720575940608603331	720575940617325090	L5	acetylcholine	optic	LA>ME
263	720575940610695338	9	720575940608603331	720575940610695338	Mi1	acetylcholine	optic	ME
264	720575940637885043	9	720575940608603331	720575940637885043	Mi1	acetylcholine	optic	ME
265	720575940609859192	8	720575940608603331	720575940609859192	L5	acetylcholine	optic	LA>ME
266	720575940635212963	8	720575940608603331	720575940635212963	L5	acetylcholine	optic	LA>ME
267	720575940617076258	6	720575940608603331	720575940617076258	Mi1	acetylcholine	optic	ME
268	720575940623499132	6	720575940608603331	720575940623499132	Pm__to__C2	gaba	optic	ME
269	720575940626403917	4	720575940608603331	720575940626403917	CB0592	acetylcholine	optic	bilateral
270	720575940635239587	4	720575940608603331	720575940635239587	L5	acetylcholine	optic	LA>ME
271	720575940615207180	4	720575940608603331	720575940615207180	L5	acetylcholine	optic	LA>ME
272	720575940619286848	4	720575940608603331	720575940619286848	cM06	acetylcholine	visual_centrifugal	nan
273	720575940611037077	4	720575940608603331	720575940611037077	Y3	acetylcholine	optic	LOP>ME.LO
274	720575940637237166	4	720575940608603331	720575940637237166	Lawf2	acetylcholine	optic	ME>LA
275	720575940632777320	3	720575940608603331	720575940632777320	OA-AL2b2	acetylcholine	visual_centrifugal	nan
276	720575940632213933	3	720575940608603331	720575940632213933	Mi1	acetylcholine	optic	ME
277	720575940630927104	3	720575940608603331	720575940630927104	Lawf2	acetylcholine	optic	ME>LA
278	720575940637968496	2	720575940608603331	720575940637968496	Tm4	acetylcholine	optic	ME>LO
279	720575940624593738	2	720575940608603331	720575940624593738	L5	acetylcholine	optic	LA>ME
280	720575940623888397	2	720575940608603331	720575940623888397	Pm__to__C2	gaba	optic	ME
281	720575940627278340	2	720575940608603331	720575940627278340	cML02	acetylcholine	visual_centrifugal	nan
282	720575940633978007	2	720575940608603331	720575940633978007	Mi4	gaba	optic	ME
283	720575940617730265	2	720575940608603331	720575940617730265	Lawf2	acetylcholine	optic	ME>LA
284	720575940613994898	2	720575940608603331	720575940613994898	Mi1	acetylcholine	optic	ME
285	720575940624989447	2	720575940608603331	720575940624989447	Lawf2	acetylcholine	optic	ME>LA
286	720575940628695044	1	720575940608603331	720575940628695044	Lawf2	acetylcholine	optic	ME>LA
287	720575940611917977	1	720575940608603331	720575940611917977	L4	acetylcholine	optic	LA>ME
288	720575940524376117	1	720575940608603331	720575940524376117	nan	nan	nan	nan
289	720575940628038808	1	720575940608603331	720575940628038808	cM15	acetylcholine	visual_centrifugal	nan
290	720575940614514920	1	720575940608603331	720575940614514920	nan	nan	nan	nan
291	720575940616412219	1	720575940608603331	720575940616412219	Tm3	acetylcholine	optic	ME>LO
292	720575940636543668	1	720575940608603331	720575940636543668	CB0592	acetylcholine	optic	bilateral
293	720575940628708936	1	720575940608603331	720575940628708936	nan	nan	nan	nan
294	720575940616172650	1	720575940608603331	720575940616172650	CB3818	glutamate	optic	ME.LO
295	720575940616954966	1	720575940608603331	720575940616954966	Dm2	acetylcholine	optic	ME
296	720575940610173304	1	720575940608603331	720575940610173304	Lawf2	acetylcholine	optic	ME>LA
297	720575940611260821	1	720575940608603331	720575940611260821	L3	acetylcholine	optic	LA>ME
298	720575940629799877	1	720575940608603331	720575940629799877	TmY18	acetylcholine	optic	ME>LO.LOP
299	720575940629326922	1	720575940608603331	720575940629326922	Mi13	glutamate	optic	ME
300	720575940634589922	1	720575940608603331	720575940634589922	Mi1	acetylcholine	optic	ME
301	720575940644510574	1	720575940608603331	720575940644510574	Mi1	acetylcholine	optic	ME
302	720575940620020894	1	720575940608603331	720575940620020894	Dm1	gaba	optic	ME
303	720575940574785802	1	720575940608603331	720575940574785802	nan	nan	nan	nan
304	720575940629703785	1	720575940608603331	720575940629703785	Dm9	acetylcholine	optic	ME
305	720575940443653223	1	720575940608603331	720575940443653223	nan	nan	nan	nan
306	720575940606936908	1	720575940608603331	720575940606936908	nan	nan	nan	nan
307	720575940628852423	1	720575940608603331	720575940628852423	TmY5a	glutamate	optic	ME>LO.LOP
308	720575940625330931	1	720575940608603331	720575940625330931	L1	glutamate	optic	LA>ME
309	720575940622836521	39	720575940605622193	720575940622836521	L1	glutamate	optic	LA>ME
310	720575940623888397	8	720575940605622193	720575940623888397	Pm__to__C2	gaba	optic	ME
311	720575940626403917	7	720575940605622193	720575940626403917	CB0592	acetylcholine	optic	bilateral
312	720575940623499132	6	720575940605622193	720575940623499132	Pm__to__C2	gaba	optic	ME
313	720575940625534285	5	720575940605622193	720575940625534285	L5	acetylcholine	optic	LA>ME
314	720575940614710509	4	720575940605622193	720575940614710509	cML01	glutamate	visual_centrifugal	nan
315	720575940626038416	4	720575940605622193	720575940626038416	Tm4	acetylcholine	optic	ME>LO
